detail_url,product_name,product_price,discount_rate,final_price,brand_name,brand_image,category,category_sub,product_images_1,product_images_2,product_images_3,product_images_4,product_code,heart_cnt,numof_views,total_sales,review_cnt,review_rating,review1,review2,review3,review4,review5,gorgeous
https://www.sivillage.com/goods/initDetailGoods.siv?goods_no=2403530263,24SS 셀린느 스웨터 2AD4D012W 01OB,"2,180,000원",41%,"1,271,400원",CELINE,,상의,니트/스웨터,C:/ongdal/local_data/product_combined_images/manual_knit_0001_01.jpg,없음,없음,없음,manual_knit_0001,없음,없음,없음,없음,없음,없음,없음,없음,없음,없음,1
https://ec-jp.allu-official.com/products/a3261194,구찌 울 × 나일론 블루존 44 남성 멀티 컬러 669144 후드 분리 가능,"700,000원",0%,"700,000원",GUCCI,,아우터,슈트/블레이저,C:/ongdal/local_data/product_combined_images/manual_blazer_0001_01.jpg,없음,없음,없음,manual_blazer_0001,없음,없음,없음,없음,없음,없음,없음,없음,없음,없음,1
https://romanchic.com/product/rc21k196/1964/,패치워크 타래꽃 보이핏 볼륨 페이크투피스 디자인 셔링 스웨터,"439,000원",0%,"439,000원",ROMANCHIC,,상의,니트/스웨터,C:/ongdal/local_data/product_combined_images/manual_knit_0002_01.jpg,없음,없음,없음,manual_knit_0002,없음,없음,없음,없음,없음,없음,없음,없음,없음,없음,1
https://fruitsfamily.com/product/6ubl/%EB%B8%8C%EB%A3%A8%EB%84%AC%EB%A1%9C-%EC%BF%A0%EC%B9%98%EB%84%AC%EB%A6%AC-%EB%8D%94%EB%B8%94-%EC%9E%90%EC%BC%93,브루넬로 쿠치넬리 더블 자켓,"1,150,000원",0%,"1,150,000원",Brunello Cucinelli,,아우터,슈트/블레이저,C:/ongdal/local_data/product_combined_images/manual_blazer_0002_01.jpg,없음,없음,없음,manual_blazer_0002,없음,없음,없음,없음,없음,없음,없음,없음,없음,없음,1
https://noirlarmes.com/w-leather/?idx=754,VELOURS OF DESIRE#1-3,"5,160,000원",0,"5,160,000원",noir larmes,없음,아우터,레더/라이더스 재킷,C:/ongdal/local_data/product_combined_images/manual_leather_0001_01.jpg,C:/ongdal/local_data/product_combined_images/manual_leather_0001_02.jpg,C:/ongdal/local_data/product_combined_images/manual_leather_0001_03.jpg,C:/ongdal/local_data/product_combined_images/manual_leather_0001_04.jpg,manual_leather_0001,30,300,30,2,5,good,excellent!,없음,없음,없음,1
